Name,Age,Department,Salary,Performance_Score,Years_At_Company
Ali,30.0,HR,53855,70.0,13
Mona,28.0,HR,64758,83.0,13
Fahad,32.0,Finance,39607,77.0,14
Zara,31.0,IT,104089,86.0,9
Omar,30.0,Sales,35383,96.0,0
Khalid,27.0,IT,90112,61.0,7
Hassan,35.0,Sales,30715,74.0,12
Khalid,32.0,Sales,39837,,10
Mona,25.0,Sales,87886,86.0,6
Omar,33.0,IT,80699,82.0,14
Fahad,34.0,Marketing,109486,,0
Lina,30.0,IT,103528,89.0,13
Ali,30.0,Sales,56817,83.0,8
Omar,20.0,Finance,79803,78.0,11
Zara,26.0,HR,108893,88.0,3
Noor,34.0,Sales,100278,72.0,12
Fahad,26.0,Finance,90345,82.0,6
Ali,29.0,Marketing,43369,71.0,2
Hassan,26.0,Sales,90428,100.0,7
Noor,31.0,Finance,35044,88.0,3
Mona,32.0,Sales,95123,65.0,13
Omar,32.0,IT,105824,82.0,1
Ali,24.0,Finance,37261,90.0,1
Sara,31.0,IT,48064,80.0,7
Lina,38.0,IT,105335,83.0,13
Lina,34.0,Finance,99058,67.0,7
Fahad,30.0,HR,43690,,0
Hassan,20.0,Finance,32057,81.0,5
Fahad,29.0,HR,67589,,8
Sara,38.0,Sales,44559,72.0,8
Zara,37.0,Sales,43692,93.0,1
Hassan,32.0,Finance,78429,62.0,7
Khalid,26.0,Sales,95738,96.0,7
Zara,30.0,Marketing,46972,87.0,3
Hassan,34.0,IT,71530,85.0,13
Hassan,35.0,IT,105073,93.0,3
Sara,32.0,HR,97178,74.0,4
Mona,34.0,Sales,31365,67.0,10
Sara,30.0,HR,95544,94.0,9
Hassan,29.0,IT,79683,83.0,6
Ali,28.0,IT,88896,96.0,0
Zara,32.0,Sales,48001,63.0,10
Sara,35.0,Marketing,36722,71.0,8
Mona,34.0,Marketing,50100,78.0,2
Omar,24.0,Sales,47460,74.0,10
Fahad,24.0,Sales,119523,89.0,3
Hassan,36.0,HR,91645,96.0,6
Khalid,31.0,Sales,99551,71.0,4
Omar,31.0,Marketing,98498,78.0,4
Lina,31.0,Sales,34840,93.0,0
Noor,39.0,HR,80064,66.0,1
Mona,28.0,HR,116069,87.0,4
Khalid,36.0,HR,115990,87.0,1
Noor,31.0,HR,78105,88.0,0
Mona,22.0,Finance,35699,96.0,9
Ali,26.0,Sales,35922,79.0,2
Fahad,27.0,IT,54919,70.0,10
Omar,35.0,Sales,88536,98.0,0
Zara,36.0,Finance,56508,82.0,9
Mona,32.0,HR,117200,79.0,7
Zara,27.0,Finance,55278,79.0,7
Fahad,25.0,Marketing,44862,70.0,7
Hassan,36.0,Marketing,43598,61.0,6
Lina,24.0,Sales,97434,72.0,6
Omar,29.0,Sales,118475,72.0,1
Fahad,42.0,IT,54774,100.0,8
Fahad,27.0,IT,82384,74.0,6
Ali,24.0,Marketing,32822,90.0,4
Noor,21.0,HR,67252,82.0,3
Lina,42.0,Finance,117420,81.0,7
Omar,32.0,IT,43052,75.0,4
Hassan,26.0,IT,113574,88.0,5
Hassan,29.0,HR,112511,79.0,3
Sara,27.0,HR,43269,87.0,1
Fahad,21.0,Sales,98577,86.0,11
Mona,34.0,Finance,46551,88.0,6
Ali,30.0,HR,99915,64.0,11
Lina,34.0,IT,37661,97.0,1
Hassan,30.0,IT,94547,97.0,10
Omar,31.0,Marketing,102503,61.0,11
Sara,,HR,90614,79.0,6
Omar,35.0,Sales,111210,72.0,6
Ali,25.0,Finance,115930,85.0,0
Mona,26.0,Sales,43531,94.0,12
Sara,27.0,IT,51370,67.0,9
Sara,20.0,Sales,83000,87.0,9
Noor,27.0,IT,48565,100.0,11
Lina,27.0,IT,30832,74.0,2
Sara,28.0,IT,76978,67.0,2
Noor,21.0,IT,112941,,12
Noor,,IT,40185,88.0,12
Ali,32.0,Marketing,33492,64.0,14
Zara,26.0,Sales,88238,66.0,10
Omar,27.0,Marketing,88859,77.0,5
Mona,34.0,Marketing,74630,87.0,10
Khalid,29.0,HR,95824,71.0,2
Omar,24.0,HR,70584,71.0,11
Sara,30.0,HR,31076,95.0,14
Mona,25.0,Finance,64139,88.0,8
Hassan,26.0,HR,96610,70.0,4
Zara,30.0,Sales,67702,65.0,5
Hassan,35.0,Marketing,57535,80.0,5
Hassan,40.0,Sales,93737,69.0,7
Lina,37.0,HR,93705,91.0,9
Omar,30.0,Finance,99810,92.0,10
Khalid,41.0,Finance,58198,76.0,2
Ali,33.0,Marketing,89113,62.0,8
Khalid,,Sales,75760,77.0,6
Hassan,30.0,IT,87840,69.0,10
Sara,27.0,Sales,65276,100.0,12
Zara,24.0,HR,107554,98.0,5
Fahad,24.0,IT,91913,67.0,10
Khalid,29.0,Finance,88028,93.0,0
Hassan,34.0,Marketing,103608,96.0,3
Zara,35.0,Marketing,43348,100.0,4
Mona,24.0,Finance,76678,92.0,11
Omar,28.0,HR,43952,69.0,1
Noor,32.0,Finance,30318,99.0,0
Lina,31.0,HR,107354,77.0,1
Zara,33.0,IT,56011,84.0,7
Sara,28.0,Finance,48787,100.0,9
Sara,36.0,HR,93428,95.0,5
Zara,30.0,IT,42516,61.0,9
Sara,34.0,Finance,64055,78.0,1
Omar,28.0,Marketing,38752,69.0,8
Sara,30.0,Finance,96911,62.0,7
Khalid,22.0,Sales,110506,78.0,3
Noor,26.0,Finance,89850,85.0,10
Sara,29.0,Sales,47538,,9
Noor,31.0,IT,42657,76.0,13
Hassan,43.0,Finance,47843,69.0,6
Ali,28.0,IT,111119,70.0,2
Omar,23.0,IT,51491,70.0,5
Ali,39.0,HR,76431,71.0,2
Hassan,35.0,IT,93475,99.0,9
Omar,24.0,IT,72180,67.0,12
Zara,32.0,Finance,48540,83.0,14
Zara,34.0,Finance,101515,73.0,2
Noor,31.0,Marketing,90635,82.0,12
Hassan,32.0,HR,37943,95.0,11
Noor,27.0,IT,38911,76.0,10
Lina,33.0,HR,70254,64.0,8
Sara,28.0,Sales,93000,62.0,5
Fahad,17.0,IT,99305,68.0,14
Lina,31.0,HR,32479,79.0,7
Sara,22.0,Marketing,40112,79.0,3
Omar,35.0,Marketing,100267,78.0,3
Noor,24.0,IT,92612,80.0,7
Omar,18.0,Sales,106897,75.0,6
Omar,21.0,Marketing,76809,92.0,4
Sara,30.0,Marketing,62205,64.0,1
Hassan,31.0,Sales,102604,83.0,5
Sara,23.0,HR,36557,74.0,0
Mona,25.0,Marketing,66098,85.0,6
Zara,30.0,Finance,68790,84.0,14
Zara,35.0,Marketing,64826,87.0,8
Lina,24.0,HR,52074,92.0,4
Zara,32.0,HR,117691,77.0,4
Sara,21.0,IT,62401,77.0,11
Khalid,32.0,Finance,41565,97.0,6
Noor,34.0,HR,94702,92.0,4
Sara,33.0,Sales,79926,86.0,9
Sara,35.0,Finance,110873,74.0,11
Fahad,35.0,Finance,41112,72.0,11
Noor,,Sales,109297,93.0,3
Mona,31.0,Marketing,38885,63.0,0
Zara,39.0,Sales,31376,94.0,5
Noor,25.0,Sales,35939,78.0,13
Zara,29.0,Marketing,71949,90.0,8
Lina,29.0,Marketing,32846,84.0,3
Noor,25.0,Marketing,102353,99.0,9
Zara,18.0,Marketing,37430,71.0,10
Mona,34.0,Marketing,56328,71.0,3
Ali,25.0,Sales,41151,84.0,4
Omar,28.0,IT,89797,92.0,14
Omar,38.0,IT,57619,96.0,14
Mona,33.0,HR,64484,87.0,5
Fahad,,IT,57664,68.0,14
Ali,31.0,IT,36780,73.0,2
Lina,33.0,Sales,98867,62.0,8
Mona,29.0,Marketing,58604,64.0,0
Omar,26.0,Marketing,47762,85.0,10
Omar,33.0,Sales,53765,100.0,5
Omar,28.0,IT,93726,77.0,5
Hassan,33.0,Sales,67043,97.0,7
Mona,27.0,HR,117458,80.0,4
Sara,29.0,Marketing,89051,98.0,8
Lina,30.0,Finance,119230,75.0,8
Omar,35.0,HR,40556,99.0,11
Zara,28.0,HR,109091,82.0,1
Mona,36.0,Sales,40004,88.0,4
Hassan,25.0,IT,88956,69.0,11
Mona,31.0,Marketing,50810,64.0,6
Lina,27.0,Finance,92000,70.0,1
Hassan,36.0,HR,106724,88.0,6
Lina,26.0,Finance,30247,86.0,8
Mona,26.0,IT,50762,93.0,7
Sara,24.0,IT,75995,73.0,9
Lina,31.0,Finance,89423,100.0,8
Hassan,33.0,Marketing,109347,69.0,13
Hassan,32.0,IT,99277,70.0,3
Lina,29.0,Finance,91969,70.0,7
Khalid,27.0,HR,59052,94.0,8
Mona,29.0,Finance,79214,78.0,9
Khalid,29.0,Finance,64319,83.0,11
Fahad,31.0,Sales,101842,60.0,1
Mona,31.0,IT,98541,71.0,9
Lina,39.0,Marketing,98858,73.0,2
Ali,,Marketing,111544,62.0,0
Lina,32.0,Sales,70765,91.0,0
Khalid,30.0,Marketing,54870,,9
Sara,28.0,Finance,42466,97.0,14
Lina,32.0,Sales,75284,69.0,5
Lina,28.0,HR,80034,76.0,0
Sara,30.0,IT,63161,99.0,4
Lina,,IT,98275,63.0,13
Omar,28.0,IT,90811,74.0,13
Ali,32.0,Finance,83565,92.0,5
Zara,18.0,HR,91314,98.0,8
Ali,29.0,Sales,83626,69.0,5
Lina,28.0,Sales,108730,66.0,13
Omar,31.0,IT,99767,92.0,3
Mona,29.0,HR,81929,76.0,0
Lina,31.0,HR,96937,71.0,5
Khalid,28.0,HR,38086,76.0,6
Omar,32.0,Marketing,92582,75.0,4
Sara,21.0,Marketing,96065,73.0,5
Omar,31.0,IT,70779,62.0,9
Sara,25.0,HR,53462,89.0,7
Fahad,36.0,HR,77769,100.0,0
Zara,25.0,Sales,85878,94.0,7
Noor,35.0,Sales,46956,85.0,11
Omar,30.0,IT,112563,71.0,12
Hassan,21.0,HR,115991,90.0,10
Khalid,26.0,IT,74555,76.0,1
Lina,34.0,Sales,75602,96.0,1
Khalid,34.0,Sales,35605,67.0,7
Ali,24.0,Marketing,106213,78.0,1
Noor,38.0,IT,46938,85.0,7
Ali,30.0,IT,89502,63.0,4
Fahad,34.0,HR,82545,74.0,8
Noor,24.0,HR,73534,73.0,8
Noor,28.0,Marketing,45009,89.0,13
Ali,32.0,Finance,60246,83.0,7
Sara,28.0,Finance,58185,93.0,13
Ali,15.0,Finance,116488,78.0,8
Khalid,29.0,IT,76642,62.0,6
Sara,20.0,IT,39185,63.0,7
Khalid,25.0,Sales,94366,,5
Fahad,23.0,IT,49843,72.0,14
Lina,36.0,IT,47505,77.0,8
Mona,37.0,IT,58022,78.0,1
Sara,32.0,Marketing,91609,92.0,2
Fahad,29.0,IT,84261,97.0,1
Hassan,30.0,HR,46439,62.0,14
Fahad,36.0,HR,110196,94.0,5
Ali,,Sales,104385,60.0,2
Ali,25.0,Marketing,100272,94.0,10
Mona,35.0,HR,65377,95.0,0
Fahad,36.0,Marketing,33909,97.0,3
Zara,33.0,Marketing,44867,98.0,4
Lina,25.0,Sales,94685,84.0,11
Ali,35.0,Marketing,30794,99.0,10
Mona,37.0,IT,113481,72.0,3
Lina,34.0,Marketing,88527,63.0,5
Fahad,18.0,Sales,45369,65.0,2
Fahad,31.0,Sales,53807,70.0,9
Noor,33.0,Sales,40856,60.0,5
Mona,27.0,HR,36795,67.0,9
Ali,31.0,IT,61063,93.0,13
Zara,27.0,HR,90951,99.0,0
Fahad,26.0,Finance,68260,68.0,14
Zara,38.0,IT,40149,95.0,5
Fahad,31.0,Marketing,56328,98.0,12
Ali,24.0,Sales,99098,96.0,7
Lina,23.0,Finance,63623,80.0,9
Omar,26.0,IT,72255,79.0,13
Lina,26.0,HR,66389,97.0,12
Fahad,31.0,Sales,34206,,7
Khalid,32.0,HR,93565,94.0,0
Omar,32.0,IT,50897,87.0,13
Omar,26.0,IT,109687,66.0,14
Zara,35.0,Finance,34370,68.0,12
Mona,36.0,Marketing,54045,60.0,6
Zara,29.0,HR,117236,95.0,13
Zara,25.0,Finance,117770,93.0,9
Khalid,,Sales,82584,93.0,9
Lina,41.0,Marketing,78671,76.0,11
Lina,25.0,Finance,45326,91.0,3
Hassan,27.0,HR,97777,61.0,13
Fahad,30.0,IT,60639,95.0,11
Khalid,33.0,Sales,90874,84.0,5
Hassan,20.0,HR,69766,85.0,5
Ali,37.0,Marketing,51278,85.0,14
Fahad,36.0,Marketing,101980,80.0,4
Fahad,28.0,IT,98551,77.0,9
Noor,44.0,IT,110439,88.0,8
Noor,36.0,Sales,69583,83.0,10
Sara,36.0,Sales,100400,87.0,9
Sara,36.0,IT,39676,71.0,7
Zara,36.0,IT,34234,,11
Ali,30.0,Marketing,51340,86.0,5
Omar,29.0,IT,114259,82.0,3
Omar,25.0,Finance,38526,92.0,12
Noor,27.0,HR,102378,,3
Noor,28.0,IT,64626,,12
Noor,30.0,Sales,31207,87.0,8
Khalid,38.0,Finance,112844,97.0,13
Mona,19.0,Sales,92420,65.0,11
Sara,37.0,Finance,82097,88.0,12
Khalid,25.0,IT,94414,93.0,3
Lina,29.0,HR,35429,62.0,12
Omar,26.0,Sales,83591,65.0,6
Fahad,39.0,Finance,37591,97.0,13
Sara,28.0,Marketing,68660,72.0,5
Hassan,33.0,IT,107313,95.0,1
Lina,33.0,HR,70459,74.0,4
Sara,24.0,IT,108084,65.0,2
Khalid,30.0,Marketing,92099,92.0,8
Ali,36.0,HR,92848,100.0,9
Fahad,26.0,Marketing,108405,71.0,0
Sara,34.0,IT,119399,72.0,9
Mona,28.0,Finance,34661,,3
Noor,36.0,IT,74802,87.0,12
Noor,39.0,IT,48782,95.0,3
Fahad,20.0,IT,79179,64.0,8
Khalid,23.0,Sales,31898,84.0,13
Noor,28.0,Marketing,108455,76.0,0
Sara,37.0,Marketing,70068,96.0,1
Hassan,33.0,Marketing,97963,78.0,0
Omar,24.0,Sales,106303,94.0,12
Omar,33.0,Finance,113956,93.0,0
Lina,25.0,IT,88654,65.0,11
Zara,34.0,Finance,66123,78.0,13
Ali,33.0,Sales,86198,60.0,12
Fahad,25.0,Marketing,82872,66.0,0
Lina,30.0,IT,34902,93.0,2
Zara,36.0,HR,56850,78.0,10
Khalid,21.0,HR,78554,92.0,13
Mona,32.0,Finance,73034,85.0,3
Mona,24.0,Marketing,94843,100.0,9
Ali,30.0,HR,117156,86.0,1
Noor,32.0,Finance,38280,97.0,13
Sara,40.0,Sales,110490,85.0,0
Lina,30.0,Finance,76814,94.0,4
Lina,37.0,Finance,87465,79.0,5
Fahad,26.0,Finance,76973,83.0,1
Fahad,28.0,IT,67729,80.0,2
Mona,33.0,Finance,62800,85.0,9
Mona,31.0,Finance,104423,79.0,2
Hassan,28.0,IT,108871,65.0,1
Hassan,28.0,IT,101713,62.0,3
Noor,37.0,Sales,71206,69.0,13
Hassan,29.0,Marketing,33926,71.0,4
Sara,,HR,90445,92.0,7
Sara,26.0,HR,73056,81.0,5
Lina,33.0,Finance,105690,75.0,14
Omar,41.0,Sales,98495,76.0,8
Sara,,Finance,114147,69.0,2
Zara,41.0,HR,64161,71.0,9
Mona,30.0,IT,89251,78.0,8
Fahad,29.0,Marketing,48407,99.0,10
Hassan,25.0,Sales,108561,82.0,13
Lina,29.0,IT,101600,99.0,10
Ali,26.0,Marketing,86714,69.0,3
Fahad,26.0,Sales,36639,69.0,7
Zara,22.0,Sales,32478,69.0,9
Hassan,39.0,HR,94546,98.0,6
Zara,35.0,IT,103465,89.0,13
Mona,31.0,Sales,92876,63.0,6
Mona,29.0,Sales,118373,60.0,8
Noor,30.0,Marketing,71941,78.0,9
Lina,26.0,HR,59974,64.0,13
Fahad,24.0,Finance,74183,89.0,14
Khalid,34.0,HR,38418,85.0,1
Khalid,29.0,Finance,113186,99.0,4
Fahad,32.0,IT,87148,93.0,2
Ali,22.0,IT,109919,61.0,6
Lina,28.0,Sales,61708,83.0,2
Zara,24.0,IT,62924,73.0,4
Ali,32.0,Sales,53382,100.0,4
Omar,35.0,HR,56649,72.0,1
Fahad,37.0,IT,60373,88.0,10
Zara,27.0,HR,112680,60.0,0
Khalid,24.0,HR,104501,93.0,11
Sara,28.0,IT,52791,63.0,5
Noor,27.0,HR,88896,87.0,12
Khalid,32.0,IT,53115,78.0,0
Lina,23.0,IT,47341,60.0,8
Mona,21.0,IT,46637,95.0,9
Sara,,Finance,54269,72.0,4
Noor,34.0,HR,113489,64.0,0
Noor,25.0,Marketing,53877,92.0,11
Omar,34.0,IT,70273,73.0,7
Omar,32.0,HR,86035,75.0,0
Hassan,38.0,Sales,42405,91.0,3
Khalid,26.0,IT,92309,86.0,6
Khalid,22.0,IT,71767,94.0,3
Khalid,,Marketing,39973,62.0,11
Hassan,31.0,Finance,88565,63.0,4
Ali,31.0,Finance,119461,66.0,6
Noor,25.0,IT,53091,72.0,3
Sara,34.0,HR,49584,100.0,4
Lina,27.0,Sales,104607,62.0,6
Noor,31.0,Sales,100624,76.0,0
Omar,28.0,HR,46550,69.0,14
Zara,,IT,32063,60.0,11
Mona,24.0,Sales,103839,87.0,14
Hassan,32.0,Finance,41631,69.0,2
Fahad,33.0,HR,31125,66.0,0
Zara,,Marketing,65409,98.0,13
Lina,38.0,IT,80581,62.0,14
Khalid,31.0,HR,52485,66.0,14
Omar,35.0,Sales,108330,68.0,14
Omar,30.0,IT,113554,99.0,2
Omar,34.0,Finance,104398,94.0,10
Khalid,22.0,IT,31690,85.0,1
Fahad,30.0,IT,45740,64.0,4
Hassan,24.0,Finance,78643,72.0,9
Zara,31.0,Finance,118560,89.0,4
Khalid,32.0,IT,115877,99.0,9
Lina,34.0,Finance,39156,98.0,8
Hassan,32.0,HR,67214,69.0,7
Lina,28.0,Finance,93389,82.0,2
Hassan,26.0,Finance,105694,70.0,0
Fahad,18.0,IT,32808,71.0,4
Mona,30.0,HR,92987,72.0,10
Lina,36.0,Marketing,100938,99.0,2
Khalid,31.0,Marketing,97500,75.0,4
Hassan,30.0,Sales,92167,68.0,8
Omar,31.0,Finance,90734,69.0,10
Noor,,Finance,47206,88.0,13
Omar,31.0,HR,39629,68.0,14
Ali,28.0,Marketing,62337,92.0,0
Mona,26.0,Sales,117095,83.0,0
Mona,30.0,HR,93829,94.0,8
Omar,30.0,Finance,99401,70.0,2
Zara,39.0,Marketing,99830,98.0,11
Fahad,26.0,Sales,76939,72.0,14
Lina,29.0,IT,42965,82.0,9
Khalid,29.0,Marketing,42228,84.0,4
Mona,28.0,Sales,78419,75.0,8
Omar,33.0,HR,79229,80.0,10
Omar,41.0,IT,42822,,4
Fahad,28.0,Sales,60070,100.0,11
Fahad,33.0,Sales,98723,99.0,13
Sara,20.0,Finance,37135,78.0,11
Sara,28.0,Marketing,109044,94.0,2
Zara,38.0,Finance,69441,87.0,8
Zara,30.0,IT,69884,100.0,11
Ali,33.0,Sales,48043,61.0,6
Zara,27.0,Finance,105043,89.0,11
Hassan,31.0,Marketing,33062,99.0,11
Fahad,38.0,IT,82214,99.0,6
Khalid,24.0,HR,113990,64.0,13
Hassan,41.0,Finance,83409,97.0,7
Lina,22.0,IT,40868,74.0,10
Omar,28.0,HR,98089,95.0,4
Zara,26.0,Finance,47428,,1
Omar,29.0,IT,101493,83.0,10
Mona,26.0,IT,100114,100.0,8
Ali,25.0,Finance,68389,100.0,2
Mona,24.0,IT,64734,71.0,10
Ali,33.0,Sales,106084,67.0,13
Sara,29.0,Finance,95107,73.0,1
Omar,28.0,IT,116889,77.0,9
Ali,31.0,HR,114170,79.0,9
Noor,23.0,HR,41679,82.0,4
Hassan,32.0,Sales,77743,64.0,7
Ali,30.0,Finance,54717,60.0,2
Ali,30.0,IT,55579,61.0,5
Hassan,33.0,IT,94102,75.0,8
Omar,38.0,HR,64782,64.0,1
Omar,,Sales,100160,81.0,14
Hassan,29.0,HR,53103,60.0,7
Mona,24.0,HR,83077,71.0,9
Noor,18.0,Sales,58534,78.0,6
Khalid,31.0,Finance,68636,81.0,2
Lina,24.0,IT,80486,76.0,0
Noor,17.0,Finance,63435,72.0,5
Omar,28.0,Marketing,63152,98.0,1
Khalid,31.0,Marketing,88952,87.0,2
Sara,34.0,Marketing,49638,62.0,11
Zara,35.0,Sales,46396,64.0,13
Ali,34.0,HR,70494,95.0,14
Hassan,35.0,Finance,56783,74.0,4
Hassan,23.0,IT,35403,76.0,13
Ali,29.0,Marketing,94052,88.0,10
Zara,33.0,Finance,53838,63.0,7
Lina,30.0,Marketing,68919,91.0,1
Zara,29.0,Marketing,107895,97.0,5
Khalid,30.0,IT,77995,63.0,0
Zara,31.0,Sales,52614,72.0,6
Khalid,30.0,HR,105593,,3
Zara,26.0,Sales,30100,77.0,0
Lina,21.0,Finance,91720,96.0,8
Lina,29.0,Sales,100514,71.0,8
Omar,30.0,Finance,40988,84.0,10
Ali,30.0,Finance,110067,89.0,2
Lina,35.0,HR,107167,74.0,5
Khalid,36.0,IT,107229,95.0,6
Lina,29.0,HR,68148,,12
Omar,30.0,Sales,43823,87.0,14
Hassan,33.0,Finance,54696,81.0,3
Khalid,32.0,Marketing,41629,97.0,5
Omar,28.0,Marketing,33856,75.0,8
Mona,33.0,Finance,61051,64.0,13
Mona,29.0,HR,96611,93.0,14
Sara,29.0,IT,116333,97.0,9
Zara,32.0,HR,63469,70.0,5
Ali,28.0,Finance,103721,61.0,6
Fahad,30.0,Finance,102372,84.0,5
Noor,31.0,IT,76072,84.0,6
Omar,34.0,Sales,73406,,0
Hassan,34.0,Sales,117754,90.0,5
Noor,31.0,IT,65017,64.0,11
Hassan,17.0,Sales,40705,99.0,8
Noor,31.0,Marketing,49606,63.0,10
Omar,32.0,Sales,116911,64.0,2
Fahad,33.0,Sales,103654,64.0,13
Noor,25.0,Sales,65319,75.0,5
Omar,19.0,Marketing,87254,77.0,3
Lina,34.0,Sales,75318,76.0,6
Fahad,24.0,Marketing,32214,94.0,6
Khalid,36.0,IT,104070,77.0,12
Hassan,27.0,HR,79869,63.0,8
Mona,25.0,IT,65228,,3
Zara,32.0,HR,74696,90.0,13
Mona,33.0,IT,33255,68.0,7
Fahad,33.0,HR,57841,90.0,7
Khalid,33.0,HR,35334,64.0,7
Hassan,26.0,Finance,107817,95.0,13
Khalid,22.0,HR,70522,75.0,7
Noor,28.0,HR,69708,100.0,5
Hassan,24.0,Finance,95150,75.0,7
Noor,32.0,Sales,60697,79.0,5
Omar,34.0,Sales,40722,89.0,9
Fahad,31.0,Finance,95480,85.0,13
Omar,30.0,Marketing,46029,90.0,13
Sara,28.0,HR,95550,74.0,1
Khalid,35.0,HR,107042,100.0,12
Noor,21.0,Finance,38208,97.0,14
Lina,24.0,Finance,105507,97.0,2
Omar,39.0,Marketing,118719,79.0,5
Sara,24.0,Sales,118499,94.0,6
Ali,33.0,IT,38127,82.0,13
Mona,34.0,Sales,77782,98.0,3
Hassan,20.0,HR,45646,84.0,0
Sara,21.0,Finance,113744,81.0,3
Fahad,36.0,Marketing,52713,67.0,5
Omar,25.0,Sales,62267,68.0,7
Fahad,25.0,Marketing,33864,74.0,12
Mona,27.0,Sales,106197,79.0,11
Lina,25.0,HR,62559,94.0,12
Khalid,33.0,IT,105858,96.0,12
Khalid,24.0,Marketing,102246,62.0,13
Fahad,20.0,Marketing,61362,93.0,12
Noor,36.0,IT,62380,93.0,3
Lina,24.0,Marketing,94994,95.0,9
Khalid,26.0,Marketing,71284,94.0,0
Lina,,Sales,109922,,4
Sara,30.0,Sales,108874,89.0,6
Lina,36.0,IT,85277,85.0,5
Zara,34.0,HR,45316,71.0,2
Mona,28.0,Marketing,54463,83.0,12
Khalid,35.0,HR,105739,100.0,6
Lina,31.0,IT,34888,78.0,3
Fahad,27.0,IT,41325,75.0,4
Ali,31.0,Sales,49088,85.0,10
Zara,23.0,Marketing,104922,82.0,6
Zara,34.0,Finance,106803,92.0,1
Noor,34.0,IT,45419,89.0,3
Lina,31.0,Marketing,83749,82.0,3
Noor,20.0,HR,75854,69.0,5
Noor,36.0,Sales,32904,95.0,11
Ali,32.0,HR,108966,90.0,10
Sara,30.0,IT,93556,81.0,6
Lina,29.0,IT,110535,97.0,3
Omar,27.0,HR,118855,61.0,9
Khalid,28.0,IT,50700,82.0,0
Noor,34.0,Marketing,57633,94.0,0
Mona,27.0,IT,114644,96.0,4
Hassan,29.0,Sales,54055,91.0,0
Mona,29.0,Marketing,48642,71.0,2
Ali,29.0,Finance,83014,94.0,8
Ali,27.0,IT,88274,100.0,2
Fahad,29.0,IT,33646,62.0,2
Sara,32.0,Sales,43173,93.0,12
Khalid,25.0,Sales,37025,97.0,8
Noor,29.0,HR,42549,83.0,4
Mona,40.0,HR,44853,97.0,11
Hassan,30.0,HR,80423,76.0,7
Ali,25.0,Sales,91156,99.0,9
Ali,25.0,HR,41326,60.0,14
Sara,24.0,HR,33463,67.0,8
Hassan,38.0,Finance,57163,,11
Hassan,35.0,HR,44075,84.0,5
Sara,24.0,IT,73315,67.0,6
Ali,31.0,Sales,46010,91.0,6
Khalid,36.0,Marketing,96433,72.0,6
Lina,30.0,Finance,30605,74.0,3
Lina,28.0,Sales,66445,65.0,12
Sara,41.0,Sales,67315,92.0,12
Hassan,20.0,IT,38652,66.0,14
Noor,43.0,HR,62229,92.0,14
Sara,30.0,IT,60530,88.0,1
Khalid,36.0,HR,79101,,1
Sara,24.0,HR,115950,96.0,6
Zara,26.0,Sales,110266,91.0,9
Mona,25.0,HR,67924,62.0,6
Hassan,29.0,Finance,68541,79.0,9
Fahad,32.0,Finance,94658,73.0,6
Fahad,35.0,Finance,86327,87.0,12
Hassan,21.0,Sales,73654,97.0,7
Khalid,31.0,IT,45930,63.0,2
Zara,34.0,Marketing,33518,74.0,12
Zara,35.0,HR,60982,76.0,10
Ali,28.0,Marketing,36775,96.0,4
Mona,28.0,IT,53990,83.0,5
Lina,30.0,IT,35378,97.0,12
Omar,31.0,Sales,76402,100.0,7
Khalid,37.0,Finance,69441,95.0,7
Omar,24.0,Finance,101980,100.0,9
Omar,26.0,IT,109712,67.0,2
Hassan,23.0,Sales,55060,62.0,11
Fahad,32.0,Sales,104915,89.0,13
Fahad,36.0,HR,76993,81.0,3
Lina,23.0,Finance,52765,92.0,5
Hassan,30.0,IT,89053,84.0,3
Omar,35.0,Marketing,53196,89.0,9
Noor,34.0,Finance,45468,96.0,3
Fahad,34.0,HR,38174,62.0,14
Khalid,24.0,Sales,75820,63.0,4
Khalid,34.0,IT,49098,88.0,9
Ali,29.0,Finance,102582,91.0,6
Sara,35.0,Marketing,34186,82.0,11
Noor,32.0,HR,46722,78.0,1
Fahad,26.0,HR,101504,74.0,12
Zara,31.0,Finance,70452,75.0,1
Fahad,34.0,Marketing,58270,82.0,11
Ali,27.0,HR,78311,99.0,9
Khalid,31.0,IT,71129,96.0,13
Omar,23.0,HR,36387,60.0,8
Zara,33.0,Marketing,54394,78.0,3
Hassan,30.0,Sales,106827,96.0,4
Mona,35.0,Sales,60093,94.0,2
Omar,33.0,Finance,86636,89.0,1
Mona,28.0,Marketing,98146,76.0,13
Noor,26.0,HR,65241,98.0,9
Sara,25.0,HR,84407,85.0,7
Zara,27.0,Sales,58337,72.0,3
Lina,34.0,Sales,34804,81.0,13
Zara,21.0,IT,64058,82.0,11
Fahad,25.0,Sales,105763,92.0,0
Khalid,34.0,IT,87450,86.0,12
Fahad,37.0,HR,81759,94.0,5
Fahad,25.0,IT,89529,71.0,5
Noor,25.0,IT,61334,68.0,1
Omar,37.0,Finance,93534,93.0,1
Lina,29.0,Sales,93452,73.0,7
Lina,26.0,IT,36511,96.0,10
Fahad,35.0,HR,70965,62.0,6
Mona,33.0,Marketing,69440,80.0,13
Noor,34.0,IT,93118,66.0,1
Fahad,26.0,Sales,115263,92.0,9
Sara,32.0,Finance,79217,94.0,14
Khalid,36.0,HR,61139,70.0,0
Omar,33.0,Finance,115330,91.0,10
Hassan,35.0,Marketing,98517,81.0,7
Sara,37.0,IT,42785,78.0,14
